session_id,label
8e7fd65c-4ab,normal
a5083444-6ae,normal
c33aca73-cae,normal
c1825916-a56,normal
602bc36a-046,normal
88becf58-939,normal
76219bee-1e5,normal
497a32dc-9a5,normal
5d1981e6-6c0,normal
4172244b-308,normal
696ca247-e72,normal
6c823a9b-b38,normal
0307b90b-a6f,normal
16a3a231-06e,normal
306fe713-ff5,normal
f7965cb8-49b,normal
06b27ea5-2c5,normal
4818c58f-a0e,normal
1668f70b-d3b,normal
ff652dd9-4f8,normal
734c6983-f4e,normal
7432d25e-01d,normal
8c3fd65b-522,normal
b5540bd2-412,normal
d35b7f6f-77a,normal
f01d29d1-31d,normal
fc9910ce-005,normal
a96d42f6-2f3,normal
d0f9c30c-f24,normal
199ef1bb-46c,normal
5b5c00cb-98a,normal
23977fef-dc9,normal
7ca13365-a5e,normal
7f5630c0-67a,normal
914d2f36-520,normal
714e1f30-1d5,normal
1e758e28-6a0,normal
ee191718-f38,normal
d80340ab-c7f,normal
074ed3ff-121,normal
5d9de2e2-841,normal
d51eada3-acd,normal
bc3d9cfb-31d,normal
e69457e2-023,normal
e7266d6f-d67,normal
e03de33a-329,normal
9680ba4c-2a7,normal
a17515d0-c9d,normal
21205a87-166,normal
77dcf5b4-1cd,normal
a92c8e4e-552,normal
514b74f9-750,normal
6db74811-350,normal
2e076c81-fd7,normal
bc9f6f58-092,normal
1806f09c-77e,normal
ae64eee7-1ef,normal
20c372a2-041,normal
b6b53e82-d1f,normal
ebd470df-d41,normal
27854c6e-191,normal
8bbbca84-323,normal
2b5922e2-15e,normal
d505f064-2ef,normal
cad3a433-dac,normal
4210bc3a-560,normal
b5b45ac6-3dd,normal
6204412f-e63,normal
a5343659-234,normal
7ef2670f-ac6,normal
53e4fd32-071,normal
14ecb3b8-d5c,normal
b08b49fe-54a,normal
7c0714d2-232,normal
5a86c2a3-fc3,normal
0f015af0-3b3,normal
c1d5f902-382,normal
4d4eb2fa-e21,normal
aec91452-6b6,normal
4b644534-717,normal
0b41d163-d6e,normal
983250ec-ce9,normal
2092af6d-4a4,normal
f344891e-1ea,normal
40a3fe44-ef0,normal
ae3bd019-7af,normal
ad0f0c1b-3b9,normal
b8a7926d-581,normal
8625c540-35c,normal
4bc588ac-065,normal
9176d271-c1f,normal
432fc2dc-292,normal
aa16ad58-2e8,normal
70804956-07d,normal
e82f8bc7-9df,normal
37834f82-e17,normal
b0812cea-454,normal
a5232bf8-127,normal
c6ef38b6-a30,normal
4e4e5583-1ea,normal
940c5f7f-6f3,normal
46c7152b-a91,normal
098f4660-c13,normal
4f62845c-f31,normal
17043edb-686,normal
c0f6993e-04b,normal
530ab949-98d,normal
b1495e4d-246,normal
1343218e-789,normal
41236f75-4d9,normal
83bc97ec-da9,normal
1a22552e-5ee,normal
473329ce-425,normal
cd1ef6b8-4ac,normal
dcd0f021-64b,normal
eb40cc68-bde,normal
1039657a-7a0,normal
60ec0a1a-fed,normal
6636ffc5-821,normal
bb785195-f02,normal
7806c39d-c95,normal
551ee406-ccd,normal
418f5282-eb1,normal
9822329a-de2,normal
bba3b630-15f,normal
68dd62e6-1d4,normal
a50c99d6-ad0,normal
d3d61707-567,normal
addf1868-dc4,normal
44d08670-bd2,normal
addb1b59-17c,normal
2647e5cf-4e1,normal
f30b9006-5cb,normal
629da445-613,normal
4d7ee9dd-2ac,normal
9a4ff86a-65e,normal
24d37496-7fa,normal
6bc53296-a5a,normal
e37096c6-288,normal
128943b9-dcb,normal
ae9c820e-1da,normal
c551e9ad-6bd,normal
cf37fd69-ab3,normal
54b786f1-21c,normal
deff0370-b80,normal
3b37cba3-19a,normal
f301c42e-64e,normal
c692ddd8-1e7,normal
b44a8460-8d3,normal
09b09185-d91,normal
fdefafa7-73e,normal
cbb5085e-179,normal
6f30b7a3-829,normal
85830763-15d,normal
2b38c0d9-98d,normal
6eadbc69-df4,normal
5174068f-663,normal
9cf0f583-778,normal
38518b43-46e,normal
8011247f-4d2,normal
9920236f-560,normal
5e66faf4-ff2,normal
094c2390-4b1,normal
e17060d8-0ed,normal
8d3f8270-cc3,normal
86b5c5e1-ae7,normal
01bd0512-5a2,normal
0bd60b9d-b82,normal
71268d96-c13,normal
93b475f1-28f,normal
4e4e9871-acc,normal
6a5b3040-50d,normal
ec26db1a-c08,normal
43f92b33-3e6,normal
16388936-ca9,normal
8074dfd6-3dc,normal
19aeda76-16a,normal
6e3d12dc-3b8,normal
8e3200eb-9b3,normal
f9af6aa7-d9a,normal
1e711969-42e,normal
07da4db2-762,normal
2d4be1a4-29e,normal
f902e0b4-250,normal
17ca259c-226,normal
09ebb180-b94,normal
6e63bf9b-15a,normal
953cb529-0f5,normal
d01fab5d-d50,normal
993e3202-132,normal
9d0823cf-a79,normal
2acfeb2f-717,normal
71080cb2-1ef,normal
18ef5448-4b9,normal
53a26882-bcc,normal
ae5862ea-dbb,normal
e0399e6d-3c5,normal
45c9f0d0-7d5,normal
2adb6fdd-fb6,normal
63006cac-15d,normal
d8336308-428,normal
43e5ca2f-876,normal
089eeee6-f8e,normal
dbdd2774-f10,normal
6639f3dd-35c,normal
4f9f8bc0-4c4,normal
83929804-220,normal
24ed6b5d-0e1,normal
7bbabd6b-f70,normal
0c604e05-551,normal
177730b8-36a,normal
2f67741d-c75,normal
63e7f813-c01,normal
f4a42549-d22,normal
ca429694-4bc,normal
5cf9b1cd-921,normal
c71e52f6-27a,normal
b0997dcb-20a,normal
939ec0fc-27d,normal
66209d96-3a4,normal
a9c621b8-55b,normal
a3e66222-10e,normal
785b18ca-4a2,normal
f7618a70-bb9,normal
5bae1417-668,normal
de585193-7ac,normal
904c99cb-8d6,normal
ca4d2850-03b,normal
483b6008-e7e,normal
a913e976-a96,normal
963b4b89-6b9,normal
5f8a0b19-09a,normal
6c2297ca-644,normal
2be4db2a-96a,normal
7ff37e7d-ac2,normal
27142bad-fec,normal
7db02764-190,normal
bf711cd7-8fd,normal
543ea5db-206,normal
05886839-29d,normal
4029b6f5-8bd,normal
d20d4fce-150,normal
8655404f-f63,normal
941804eb-b37,normal
83abd8d1-ff9,normal
f7351c28-533,normal
a9dd99e9-39e,normal
0f08c877-4d4,normal
fda97163-7ea,normal
ce07f95b-5f8,normal
2ec1b0a2-526,normal
a971dcc0-97a,normal
11bbfc39-f54,normal
571e9998-f5e,normal
8a0f487e-1d5,normal
ee22c18d-201,normal
8f9c61c5-3c4,normal
d5a88bf0-920,normal
d9467c31-eac,normal
71aea019-ef5,normal
dc0c8bde-633,normal
812b96d2-57e,normal
945e34b7-80d,normal
2a42090d-279,normal
2383116c-7cf,normal
f946bbb0-955,normal
5d338a7e-b2d,normal
ac6a5681-8f1,normal
bd6ce920-501,normal
63eeec52-743,normal
1f2d086c-067,normal
b32dece3-a91,normal
80c9c797-465,normal
d61379b6-f69,normal
7f0738e5-c97,normal
f1273b8b-549,normal
cacabb3f-f54,normal
e1107321-d0c,normal
fd6b99cc-637,normal
ab6a3e88-919,normal
4d460c5a-bb0,normal
76b259e7-069,normal
289f43b8-fdf,normal
abd01062-755,normal
062c5d63-437,normal
d7928e42-49e,normal
70f261a2-0fa,normal
bf8b42e0-bea,normal
f3809fd3-b87,normal
3ea12571-e8c,normal
889bd080-094,normal
f610a1d3-901,normal
77fc552b-a70,normal
f8c18e05-47f,normal
4714bc7b-22f,normal
fb8d2e05-989,normal
e49c5cc7-1cb,normal
1fc8b760-89d,normal
38bda031-b5d,normal
352248eb-c4b,normal
fadf2c2f-c00,normal
b7ac965c-834,normal
32b5b842-05c,normal
e8b706f0-dd2,normal
63a9a7b4-4b5,normal
bde10229-8f0,normal
c38b4939-74f,normal
3453ee1c-551,normal
f7ac68ab-a5e,normal
63a753eb-c3f,normal
e18efa54-8ae,normal
e05bf9ad-f80,normal
09c1c12d-34d,normal
91a8d065-cec,normal
922aec57-464,normal
261128bc-8e0,normal
e8467127-24d,normal
fcbeeb7d-d58,normal
e5282f1e-e75,normal
aaac6313-803,normal
ecb959eb-57f,normal
dfa86655-e73,normal
fb37e29a-fd5,normal
97be1dbd-f5e,normal
5d4737dd-721,normal
d7f62c13-494,normal
0cbea270-31e,normal
c86c3260-b27,normal
6933fcb4-aac,normal
ba694887-735,normal
f77f4a15-532,normal
27d1c038-d27,normal
f5a28650-dae,normal
51440bde-e16,normal
4597a6ac-e0a,normal
24b816bd-0ee,normal
a79077e7-10f,normal
69409e21-757,normal
4da6a7d2-c5e,normal
aa06c9ff-d63,normal
c2666d17-1e0,normal
0b653331-fbf,normal
30710b22-e43,normal
fa25d745-06c,normal
575b0ed8-456,normal
b1b65e7e-98d,normal
31b50556-eed,normal
429b9176-ba2,normal
364a0194-c25,normal
b57f611a-d06,normal
3db69654-c90,normal
fab99c6f-cef,normal
ffccda12-ca0,normal
d144f85c-c72,normal
9c9d7a26-d44,normal
b2fd82cb-f7f,normal
b0efce61-742,normal
0615fcdd-92e,normal
04e3b5b6-3a3,normal
8e8f6474-7bb,normal
5e4244a3-e9c,normal
ca692fa8-323,normal
3ae9d848-b37,normal
5ec8dc46-6ec,normal
40fc21db-006,normal
216d25ae-38d,normal
90cc18e3-dc7,normal
2f153562-4b7,normal
7b3173e6-6df,normal
ea6dc1fe-740,normal
2eb9f973-c7d,normal
441902b8-fae,normal
779453f8-e23,normal
fa45ba13-431,normal
a9ad6aa9-9b0,normal
a3e12c1c-c8b,normal
65926d8a-575,normal
4ef13066-f50,normal
78ccbf39-63d,normal
95c1f4b8-f86,normal
36604df5-aec,normal
62b8e528-dfe,normal
f8903ce9-3db,normal
a4d498f6-b3a,normal
ed6bdf3e-79d,normal
f4dc6aac-937,normal
6551ee73-612,normal
fa9a18c2-bb1,normal
0e46ba40-27d,normal
25123e76-056,normal
dc7fa7b0-eda,normal
17618e2d-6cb,normal
a5471cbd-500,normal
e474b0ea-be8,normal
73820d75-5e3,normal
5a880901-905,normal
cc2d81a0-cd6,normal
d0e70b5d-1f1,normal
d24970a5-b62,normal
17165c4b-f9d,normal
caa2c65e-78f,normal
3c98c705-ea2,normal
4d3867a9-13b,normal
35c6363d-6b4,normal
ed471bcf-3f3,normal
f097e819-b9f,normal
dd3db30e-83a,normal
2fbda25d-a98,normal
067caf79-b3f,normal
79edf8fe-1f9,normal
127a5221-810,normal
ff63e488-19a,normal
b2f4db47-c25,normal
7aac1b38-3a8,normal
70c008ee-ba1,normal
dd03a7b8-0ee,normal
f54236ef-ec2,normal
ce608939-b1d,normal
0f4eb32d-31d,normal
fd96509f-a4c,normal
aa7f0eea-d04,normal
57491392-57b,normal
00e98626-5fd,normal
112f21c8-c97,normal
f477712a-d8d,normal
00a0c203-713,normal
df5c141d-457,normal
3ac76d1f-0e6,normal
920a1037-aec,normal
bbc371dd-61b,normal
d8ffd6e8-069,normal
7302edf5-fe7,normal
07d1d5dd-6e1,normal
21de5699-ca5,normal
3998cad8-dd1,normal
185f7c22-54f,normal
60cf5969-b6d,normal
6e1e423e-36a,normal
d9d0d757-b12,normal
2edbe9c6-d26,normal
56b7c919-416,normal
23b2acff-9ac,normal
0681aef0-89c,normal
4728cbe2-210,normal
ff12d7c3-0f4,normal
c61a4e62-1bb,normal
68584c1d-01d,normal
81d9c8cf-01c,normal
77b2ed76-860,normal
a831ca47-6ca,normal
37e95ca4-459,normal
4736bf76-7df,normal
35426b65-b9b,normal
b2c8f7e0-53c,normal
a71f96e2-524,normal
4c883a2e-f64,normal
b3d591d2-ffc,normal
16df4b0f-9a4,normal
20a0b176-cf9,normal
5df916ce-2b5,normal
176bc700-967,normal
6111aaf3-7c9,normal
1d2022af-1d0,normal
f0f8e897-045,normal
4f266262-a5b,normal
85a3481d-eca,normal
1e29984f-c7e,normal
2a31075d-5d0,normal
28ad729c-806,normal
b3d252a9-2fd,normal
78ba8af2-191,normal
a1ed90ec-555,normal
1f2c5371-448,normal
37903443-adb,normal
2bf018b5-223,normal
ea6f9e35-02e,normal
215cb69d-b7d,normal
0d1883d3-9f9,normal
588931a4-8ca,normal
6ee82c48-d2f,normal
b7b35d9d-416,normal
066d3a95-bf4,normal
ce030c87-ac8,normal
fcc2772d-16a,normal
bb25e997-ce0,normal
17ba14b7-54b,normal
47c56be3-bff,normal
e9fd1797-97c,normal
6315c85f-901,normal
63ce82e1-26c,normal
c8099d5c-000,normal
6f135675-bc3,normal
17663c4e-138,normal
6dcf72f9-09f,normal
6155a0e5-4b2,normal
9d34b28f-fe1,normal
3a2328f3-c55,normal
a45859ed-50e,normal
d515ea90-469,normal
b883831f-5e5,normal
5fcae24e-098,normal
356dfa1b-4d9,normal
beec41cf-e06,normal
5aa98c45-e54,normal
b099c5ef-8e6,normal
4ca8366c-31b,normal
bd979e5b-c9c,normal
f26761d6-2c2,normal
0a8345d0-345,normal
8da0adc3-148,normal
33c246ff-55e,normal
0d88a710-549,normal
75d3b2a5-fd1,normal
8bbe583b-9de,normal
f134490e-f7c,normal
c1747078-467,normal
65584f6d-767,normal
c220e27c-b60,normal
49e1e6f2-541,normal
883689ed-9af,normal
6f65202b-c3a,normal
51f26f89-d04,normal
d9792c29-374,normal
a314ae35-590,normal
fc9add36-d3b,normal
f2d07d63-168,normal
4e0a140d-175,normal
8365e564-91c,normal
19bb5da7-0d1,normal
9fd4ea38-d3d,normal
c1f17421-18b,normal
919c0e2d-7bf,normal
be1003d5-3d5,normal
087ee748-7d8,normal
0f71bc5e-a4b,normal
fc7d3bed-156,normal
27c22d36-d50,normal
d9142131-3cd,normal
6ff48eb1-c21,normal
1778cd3f-72d,normal
7f3aa21d-1b1,normal
bac5c2c5-b7e,normal
e800be46-2c2,normal
b485ae90-9d0,normal
a64d97ba-ef3,normal
f044b36d-c8e,normal
0e731161-1e8,normal
7e0b3a7e-505,normal
a24ca91f-c1a,normal
13d787df-605,normal
08746fd8-bd9,normal
98e393ae-bec,normal
d12fa7e0-f25,normal
453ddb53-56e,normal
51972b2d-ed6,normal
b0eef2e4-1e0,normal
fd3aafba-875,normal
da04c55d-739,normal
b8812564-6d9,normal
c65fae12-bee,normal
ce9f502a-906,normal
7cd404bd-f86,normal
3dad2291-8b8,normal
b7e6f1bc-f7c,normal
a96b8f7f-ab9,normal
e8b35ea7-43d,normal
9ed19cd9-563,normal
658b8588-70f,normal
7f912928-6d8,normal
adb7237b-4c7,normal
2ffbb8b0-4d3,normal
0335cce9-824,normal
bdf3b083-9d9,normal
9f340362-05d,normal
509bb64a-03a,normal
6faf1f6d-9a9,normal
6dac182a-d9a,normal
9f220d20-bb6,normal
1c94c624-24a,normal
5b007c0e-7be,normal
fda0420f-0fd,normal
d36c511d-360,normal
1fc38071-514,normal
0c13fb68-5b6,normal
5cc95c15-d31,normal
d0f4eb1d-4c5,normal
73d7583f-1a5,normal
0df1d779-989,normal
159c94a1-97e,normal
c0db1924-ecb,normal
bcef4c72-bd4,normal
0eee20e7-670,normal
14819a33-2d0,normal
a36d37ef-163,normal
098dd8f5-92f,normal
9193718d-8e2,normal
e698e011-6a0,normal
1f134f86-faa,normal
5fb3ab60-c6f,normal
943a128d-86c,normal
df51ea3e-343,normal
05453e47-34c,normal
41637f5b-fbf,normal
0d697e19-7ae,normal
a900cd35-78f,normal
3beb25a1-f62,normal
4026571b-d08,normal
355dcd3f-ce8,normal
06c2a995-612,normal
30b1654c-49a,normal
430c9bb4-154,normal
53c25a3b-ba3,normal
d6a16b28-372,normal
91eebe47-e77,normal
fa7383f7-a78,normal
10704b7e-1b9,normal
61a358d0-b64,normal
1a6a6775-742,normal
524b8c75-512,normal
e19ad3f8-882,normal
4bcac528-c64,normal
7f997da7-bd3,normal
95dc1fef-1fb,normal
6d4078e3-e3b,normal
2a352227-4a7,normal
9a4c9a6d-2e2,normal
f6f34dba-832,normal
ffb9ffa2-720,normal
2d7aa1d3-e68,normal
1e95acb8-dbc,normal
e38092e0-ea2,normal
d1b5da1b-2b8,normal
e3862937-d23,normal
991af7cc-924,normal
1d54fcbc-327,normal
82285549-4ee,normal
472aa0df-f2e,normal
bfe36ccf-739,normal
686596d4-4c8,normal
b975e0bb-766,normal
f046b251-a17,normal
bcf8ad4a-749,normal
bfd94e8e-c50,normal
692f096c-2a3,normal
a02c6c4c-0f0,normal
9633d488-82d,normal
b4017704-e97,normal
9c8de12c-573,normal
7a84cffa-c46,normal
ece0b989-a8f,normal
50608af9-194,normal
53d4f84c-d92,normal
97555267-b55,normal
b46c9bbc-e5d,normal
6593bd2b-8c7,normal
182fe1da-8ba,normal
c8331964-ce0,normal
018522a5-b05,normal
c9d976be-197,normal
cbd14d40-7c4,normal
0029c0c7-e24,normal
c48461cc-9ea,normal
1105eb3c-33d,normal
48c10b2c-70a,normal
c4c7bd6c-87c,normal
0a146fdf-73c,normal
8e6a2c43-200,normal
6c430f2a-efe,normal
b4f2e49e-5a0,normal
c39f30c5-262,normal
9826fb28-7cb,normal
a0ebf58d-c6b,normal
61a75e8a-95f,normal
c214733c-148,normal
e27cb5dd-a61,normal
d0d978d3-ee9,normal
61fc48d7-278,normal
b97cb4b7-08e,normal
dc3eecab-7dc,normal
0c21c336-1d8,normal
f9d2b036-504,normal
f155cbe2-92b,normal
6baf9a61-824,normal
7639fa7f-170,normal
14fcefb2-4df,normal
7f0f27fd-0f3,normal
32728ddd-b72,normal
6a9f1e3f-f08,normal
eeaf618c-860,normal
2d1abdde-551,normal
9b0bd754-9ad,normal
9fea0b4a-772,normal
40af2bf9-878,normal
7145ad14-863,normal
428edf8c-dd0,normal
73d90064-485,normal
38d55a53-444,normal
3ef18ffb-142,normal
bd82e886-7cb,normal
bf6d8666-348,normal
2eeaab6d-0a5,normal
9c43364f-61f,normal
79681653-c38,normal
0c5ba7e0-731,normal
349b6c42-b1d,normal
135da329-8a0,normal
fa877b32-2e3,normal
f79182ac-078,normal
08cb113d-7db,normal
12b63aa6-fac,normal
53a17734-848,normal
ea6a6204-8c7,normal
5193ad72-92e,normal
cae4bde5-73d,normal
b52db467-1ee,normal
7c3af49d-5e1,normal
efbf25bb-c81,normal
5a3eafc5-347,normal
7a3cbaa9-f59,normal
75708fd3-4ed,normal
38bc53da-83d,normal
2684df93-e75,normal
4d4c8477-067,normal
5c325ce4-881,normal
71420161-2da,normal
eb015f9b-89c,normal
21df6961-82b,normal
abe10210-415,normal
f9634ce8-d79,normal
7933f2f1-f79,normal
eda7fab1-a91,normal
43e1259d-3e1,normal
3816259c-633,normal
5779af85-2c8,normal
33a4f228-8ec,normal
92b656fb-cdb,normal
6b5a1f36-307,normal
31eed414-e86,normal
2dc3d802-d18,normal
c0ada6ba-ed6,normal
dd235db5-aee,normal
7b0126e7-4aa,normal
03ed2fff-382,normal
880d3338-d0f,normal
5ac0db08-52f,normal
5de820ef-344,normal
5fdf3048-7cc,normal
90789d87-051,normal
91e9c7a2-2d5,normal
d7e5e36f-dc2,normal
60d4fcfb-724,normal
25169d33-4f8,normal
18aa8845-022,normal
9921df83-159,normal
b5609912-d46,normal
7360b722-771,normal
4ee68cbd-f96,normal
4172da5c-184,normal
f32a8f05-55d,normal
8ff11ef1-3ae,normal
1becc3f7-c41,normal
0fadbe28-d59,normal
16bc746c-165,normal
cdc4782e-923,normal
6ceae2db-ada,normal
40626e4d-3be,normal
9e232b16-b40,normal
0d27b3c6-59a,normal
5ef8e8e6-e03,normal
95a3e023-967,normal
0414aa3b-509,normal
5a95c7f4-eca,normal
e7660f73-f6b,normal
a0d9b8b3-2de,normal
6ead22a7-364,normal
f95d8731-473,normal
c563e78a-aa9,normal
cf014e5a-f8a,normal
b246460e-12f,normal
2ee8aef9-a80,normal
6ec1b27e-b73,normal
3759f0b2-663,normal
4948ad5e-2e0,normal
4038bb29-d27,normal
f5b4cdf2-e80,normal
a6db9210-adf,normal
3af72dfe-654,normal
644e5cf6-ae9,normal
74e4ead2-a2c,normal
ee786b78-41e,normal
3d5093f9-f09,normal
66aa4787-921,normal
996139f2-e9c,normal
be4bee1c-1cb,normal
a2f1bdb4-97d,normal
8ed27ff1-0bc,normal
9c3206d7-4cb,normal
8280203e-70c,normal
2eded049-b2a,normal
3b4ef721-feb,normal
a51f8f86-4b4,normal
34b6fbf7-997,normal
1310f919-3bd,normal
1fb89a63-9f9,normal
b5fc7493-6c3,normal
bffcb0db-be3,normal
940691a9-110,normal
85d34e6c-e37,normal
1496aa5f-edb,normal
e75f1158-ac6,normal
40680e91-505,normal
e7f66e12-b4a,normal
e4a7bfe3-d3d,normal
fc11c47d-747,normal
0bd20921-931,normal
eb40a429-6bc,normal
70fbc462-668,normal
cb93a42a-22f,normal
edc79aa5-afa,normal
3302b97b-afc,normal
6f5e6c2d-a58,normal
c42ae103-06e,normal
e155a3b6-ad4,normal
5ded9fc6-267,normal
c7065de7-f76,normal
031b3f5a-c6b,normal
889586f5-150,normal
8b82dc2d-f1c,normal
f6ec38fb-a4b,normal
576d0c24-710,normal
799e2c34-8e0,normal
c17dde24-c78,normal
e7ab437d-caa,normal
d1d52cba-e27,normal
d5a490e0-460,normal
cd24714d-951,normal
e260ed83-13c,normal
b69816d5-e6a,normal
17c8e357-f84,normal
58008a26-9b0,normal
0c42226f-2ea,normal
316116e1-b13,normal
f8fb03e9-2d9,normal
0ae418f0-65e,normal
d42d9bf3-fba,normal
e807bfe9-fe5,normal
bfc1a52a-1f4,normal
66e3e434-1cf,normal
b949f8f4-543,normal
0da069e8-5bb,normal
8d941a62-30c,normal
ccba5118-8a6,normal
1a73007c-9ed,normal
7ca97f92-f3f,normal
b87a875d-9fa,normal
ffd6575a-0e9,normal
83180c5b-367,normal
f9765107-2fe,normal
f06dfd6a-2ba,normal
00e25640-5e3,anomaly_device_spoofing
dbc212dc-0f3,anomaly_device_spoofing
4ea4869b-d70,normal
b40cd4f0-ac4,normal
e6a218a6-f97,normal
8c61b988-812,normal
d34a8110-c01,normal
f5f66813-664,normal
db853134-0f7,normal
9f6dc4ca-c15,normal
8656f668-933,normal
8695cf25-dce,normal
f4d4082d-1c4,normal
65c1ccdb-37f,normal
015ab343-2d9,normal
fbd388af-844,normal
520321b9-dd0,normal
9f3309c8-ce3,normal
1c2a1592-294,normal
417d351c-e98,normal
41dfdc53-991,normal
62d793f8-503,normal
5527b8f8-4fe,normal
cc5fd0c4-e1a,normal
ef3cc678-437,normal
9032fc7a-436,normal
7d8f9573-57f,normal
9cf52c4c-d70,normal
271c2553-347,normal
aaf334a5-027,normal
c9d72cd4-b40,normal
7f33ca9d-15e,normal
1c90c523-2a9,normal
5c0c0eee-3bf,normal
68fc4e67-3da,normal
58b2b8e3-acb,normal
91c5e49d-696,normal
3e1ded04-248,normal
f908137a-1e3,normal
721b6e31-046,normal
03e9a568-e46,normal
a94f5bc6-592,normal
2bbb7392-4ca,normal
a29ba592-a12,normal
b48e4186-1f2,normal
90cff63c-974,normal
4d3a3e33-855,normal
0711c87b-21b,normal
265a5f90-4cd,normal
071cbabb-569,normal
36cdda93-6e4,normal
7082a0ac-7fe,normal
31c96baa-12d,normal
5e875f1d-bcd,normal
d4b73e40-6e5,normal
c8c78ec8-9e7,normal
f087ce71-d78,normal
5840f9d2-5d5,normal
94d31e8c-6bb,normal
ba36df10-240,normal
a69e62f0-7d8,normal
a2163cdb-96e,normal
37a0310a-d4d,normal
190c2a9c-546,normal
ad03f17d-220,normal
2277daa4-97d,normal
a5ce1f61-74d,normal
9b12d01b-a88,normal
78872220-0df,normal
963418b4-e8c,normal
fe00dda6-970,normal
13c84390-f35,normal
0d43c12c-338,normal
0fe3ac47-074,normal
10a6f928-a86,normal
d56a3a65-c09,normal
86582915-dab,normal
332c8e80-14d,normal
b2aa80ba-101,normal
43b6f547-974,normal
bfeee28b-053,normal
3b04e0c0-930,normal
b6550ff3-836,normal
1ff37fea-224,normal
76cfce5b-ebc,normal
89939976-29d,normal
b5ae4c5f-cf4,normal
679df738-99c,normal
7fb92afb-bab,normal
dbcfb593-098,normal
32da1937-a98,normal
8082a4ac-01e,normal
d17339b3-3c8,normal
b756fbd7-2cd,normal
fa53f878-4d1,normal
906bfb60-788,normal
82433449-33d,normal
1d69d40c-41a,normal
337d2d8b-9a5,normal
0e4b96a0-b73,normal
1ddd64ea-c46,normal
7526163b-a37,normal
16b998bb-424,normal
bcb947f4-bf9,normal
6e9c4646-10d,normal
74b5c395-9f7,normal
12b443b1-4e4,normal
0c38df88-238,normal
2b7eaa18-754,normal
29c8c090-023,normal
e851a13f-b17,normal
367c7fd1-93b,normal
38738698-ecc,normal
c527a978-294,normal
33da318a-090,normal
ab731971-38d,normal
e2b8f149-3fa,normal
14c32810-187,normal
d04aeb0f-56c,normal
fe599f7e-8c4,normal
d102ee8a-6f5,normal
1a6d20bb-831,normal
42b9b90b-881,normal
bfbc06d3-b00,normal
d0530d42-720,normal
b1ef50d2-59b,normal
fdf3ca3f-134,normal
6186516e-1bc,normal
c649221d-524,normal
17913014-e76,normal
5d710edf-887,normal
18780a3e-7c3,normal
848b50cc-445,normal
ba9c0b1b-717,normal
d2c1efbe-8be,normal
ea85feae-f65,normal
d6e721ab-f55,normal
913b719a-519,normal
1b5c1458-04c,normal
62d0e5a5-dcd,normal
b293cba6-501,normal
4f2e38ba-5f7,normal
106a0516-8b0,normal
5ad12032-e85,normal
644fc798-0cf,normal
30558462-05d,normal
246f873a-391,normal
30a49606-88a,normal
21ca23c3-001,normal
acee9393-992,normal
6d6507ec-b47,normal
47818c57-339,normal
84183079-c77,normal
e7d73b5f-4a6,normal
beae5b04-f0d,normal
791aa7f0-514,normal
787b77de-a6d,normal
ef3894bf-4ed,normal
5173b3f3-703,normal
579ddc1a-4cc,normal
0dd1057e-123,normal
53164bd5-d6d,normal
cd44d727-019,normal
783c9fd1-03f,normal
ca55e7ec-4a1,normal
ba45458d-35f,normal
dc37592f-463,normal
0389477e-4ac,normal
bfbf97d6-99c,normal
2eff9628-967,normal
8f60643e-8be,normal
c2bdb704-f60,normal
e3197e79-eb3,normal
b8195969-ce3,normal
2dfcfd00-9b7,normal
38774dc8-e2f,normal
f018df67-5b2,normal
64d7ced0-d3d,normal
3b3172c1-467,normal
d7796b73-f18,normal
9a46a999-0e3,normal
73b471b6-345,normal
9bb6c52c-505,normal
b95c56cc-e8b,normal
fb923984-fb9,normal
18959d0a-d08,normal
088cb356-231,normal
10ae4aae-6cc,normal
653bd02a-934,normal
69103b73-5e5,normal
b85b7ae6-ae2,normal
8692c89b-c63,normal
37dd654c-726,normal
7b6d450a-055,normal
c20b3351-2bc,normal
cc3d189b-b78,normal
537e5a6e-70f,normal
0c50e28f-6a9,normal
af45c695-a81,normal
e26737b1-1e5,normal
fcd89481-ca9,normal
a569e5a5-709,normal
fdf35a08-191,normal
40068ffa-bbc,normal
89e6971c-495,normal
5ba11061-110,normal
62ae39ee-5b6,normal
71b4dc90-e14,normal
b4c7c9be-390,normal
5321b7d8-2d9,normal
ceb29948-3cc,normal
0b646bd4-370,normal
720cb748-e81,normal
4cfd47a0-477,normal
3d92c013-2bc,normal
33cd21f0-0ba,normal
770d81c1-7df,normal
45b8e83a-5ff,normal
ec28152a-bb5,normal
d46b7c01-8c2,normal
8e488647-a01,normal
767ee1c2-4dd,normal
92e8b3b5-889,normal
48d2cc0f-49b,normal
44dd26f7-382,normal
e959e07e-f61,normal
6e6ccc4e-58a,normal
b474828f-7f4,normal
64d59ff7-781,normal
71fc7f2c-bbc,normal
04a03c4d-23a,normal
c3c3e5b6-a52,normal
f797aff8-603,normal
9a6b75fb-a20,normal
38ce02ef-662,normal
7b7be714-601,normal
018e7c7b-8ca,normal
495f1e8d-4a5,normal
c7aeb4fc-12e,normal
fa8b6b48-9c6,normal
3f2c300f-138,normal
f6d23e0a-54e,normal
69b26d24-83d,normal
0f181838-2fd,normal
62ae4e70-3f9,normal
9ef2391b-d17,normal
55998e51-089,normal
f029d60c-109,normal
