session_id,entity_id,entity_type,timestamp,resource_accessed,source_ip,label,predicted_label,anomaly_score,rationale
d6bda948-634,user_0037,user,2026-06-25 04:02:20,db_analytics,222.142.10.187,anomaly_credential_stuffing,anomaly_credential_stuffing,0.99999946,"Flagged due to: distinct accounts from same source IP (1h) (19.0 accounts, SHAP +3.67); unrecognized device fingerprint (SHAP +1.57); authentication failed (SHAP +0.99)"
bf22dcf6-502,svc_001,service_account,2026-06-11 05:02:00,vpn_gateway_1,108.226.40.127,anomaly_credential_stuffing,anomaly_credential_stuffing,0.99999946,"Flagged due to: distinct accounts from same source IP (1h) (21.0 accounts, SHAP +2.87); unrecognized device fingerprint (SHAP +1.53); deviation from entity's typical session length (-3.2 std devs, SHAP +0.93)"
f80e6a64-e79,user_0097,user,2026-06-01 06:00:54,port_445_smb,12.75.29.28,anomaly_credential_stuffing,anomaly_credential_stuffing,0.99999946,"Flagged due to: distinct accounts from same source IP (1h) (8.0 accounts, SHAP +3.06); unrecognized device fingerprint (SHAP +1.52); authentication failed (SHAP +0.90)"
6d48072c-7b1,svc_021,service_account,2026-05-12 02:00:11,db_prod_customers,122.192.53.121,anomaly_credential_stuffing,anomaly_credential_stuffing,0.99999946,"Flagged due to: distinct accounts from same source IP (1h) (2.0 accounts, SHAP +3.03); unrecognized device fingerprint (SHAP +1.53); authentication failed (SHAP +0.90)"
9a402461-1c5,user_0023,user,2026-06-06 02:00:04,file_share_finance,173.37.155.141,anomaly_credential_stuffing,anomaly_credential_stuffing,0.99999946,"Flagged due to: unrecognized device fingerprint (SHAP +2.05); deviation from entity's typical session length (-3.1 std devs, SHAP +1.68); authentication failed (SHAP +1.25)"
4f029488-d92,user_0031,user,2026-06-11 06:00:54,db_analytics,126.78.46.155,anomaly_credential_stuffing,anomaly_credential_stuffing,0.99999946,"Flagged due to: distinct accounts from same source IP (1h) (6.0 accounts, SHAP +3.09); unrecognized device fingerprint (SHAP +1.52); authentication failed (SHAP +0.90)"
e19cbc2f-ddc,user_0097,user,2026-06-11 06:00:42,print_server,214.74.116.155,anomaly_credential_stuffing,anomaly_credential_stuffing,0.99999946,"Flagged due to: distinct accounts from same source IP (1h) (4.0 accounts, SHAP +3.11); unrecognized device fingerprint (SHAP +1.53); authentication failed (SHAP +0.91)"
c14fc812-57f,svc_018,service_account,2026-05-29 12:01:35,admin_panel_iam,69.157.42.84,anomaly_credential_stuffing,anomaly_credential_stuffing,0.99999946,"Flagged due to: distinct accounts from same source IP (1h) (4.0 accounts, SHAP +3.08); unrecognized device fingerprint (SHAP +1.55); authentication failed (SHAP +0.98)"
589d37a1-ca5,user_0015,user,2026-05-12 02:00:23,db_prod_orders,58.164.239.156,anomaly_credential_stuffing,anomaly_credential_stuffing,0.99999946,"Flagged due to: distinct accounts from same source IP (1h) (6.0 accounts, SHAP +3.10); unrecognized device fingerprint (SHAP +1.51); authentication failed (SHAP +0.93)"
0d832388-267,svc_021,service_account,2026-06-28 08:01:56,device_fn_firmware_update,52.37.136.109,anomaly_credential_stuffing,anomaly_credential_stuffing,0.99999946,"Flagged due to: distinct accounts from same source IP (1h) (13.0 accounts, SHAP +2.96); unrecognized device fingerprint (SHAP +1.53); authentication failed (SHAP +0.88)"
fdcc21ce-eff,user_0019,user,2026-06-11 05:00:21,db_prod_orders,108.11.173.177,anomaly_credential_stuffing,anomaly_credential_stuffing,0.99999946,"Flagged due to: distinct accounts from same source IP (1h) (5.0 accounts, SHAP +3.15); unrecognized device fingerprint (SHAP +1.51); authentication failed (SHAP +0.92)"
7cef96af-524,user_0101,user,2026-06-11 05:01:28,vpn_gateway_2,108.11.173.177,anomaly_credential_stuffing,anomaly_credential_stuffing,0.99999946,"Flagged due to: distinct accounts from same source IP (1h) (16.0 accounts, SHAP +2.93); unrecognized device fingerprint (SHAP +1.53); authentication failed (SHAP +0.92)"
79feace4-ffb,svc_016,service_account,2026-05-22 16:01:10,port_445_smb,95.17.130.5,anomaly_credential_stuffing,anomaly_credential_stuffing,0.9999994,"Flagged due to: distinct accounts from same source IP (1h) (7.0 accounts, SHAP +2.88); unrecognized device fingerprint (SHAP +1.55); authentication failed (SHAP +0.85)"
e864dbfe-f32,svc_018,service_account,2026-05-26 22:00:48,device_fn_firmware_update,147.198.153.227,anomaly_credential_stuffing,anomaly_credential_stuffing,0.9999994,"Flagged due to: distinct accounts from same source IP (1h) (5.0 accounts, SHAP +3.16); unrecognized device fingerprint (SHAP +1.54); authentication failed (SHAP +1.00)"
bae12bf4-a39,user_0030,user,2026-06-11 11:01:20,vpn_gateway_2,205.178.40.45,anomaly_credential_stuffing,anomaly_credential_stuffing,0.9999994,"Flagged due to: distinct accounts from same source IP (1h) (7.0 accounts, SHAP +3.06); unrecognized device fingerprint (SHAP +1.52); authentication failed (SHAP +0.95)"
aa49cdcf-99f,user_0015,user,2026-06-11 05:00:32,email_server,108.226.40.127,anomaly_credential_stuffing,anomaly_credential_stuffing,0.9999994,"Flagged due to: distinct accounts from same source IP (1h) (8.0 accounts, SHAP +2.98); unrecognized device fingerprint (SHAP +1.52); authentication failed (SHAP +0.89)"
3258ee92-cf2,svc_023,service_account,2026-06-11 11:00:12,financial_system_erp,132.194.134.75,anomaly_credential_stuffing,anomaly_credential_stuffing,0.9999994,"Flagged due to: distinct accounts from same source IP (1h) (3.0 accounts, SHAP +2.89); unrecognized device fingerprint (SHAP +1.55); authentication failed (SHAP +0.86)"
e469eb41-377,user_0018,user,2026-06-01 06:00:10,vpn_gateway_2,12.75.29.28,anomaly_credential_stuffing,anomaly_credential_stuffing,0.9999994,"Flagged due to: distinct accounts from same source IP (1h) (3.0 accounts, SHAP +3.21); unrecognized device fingerprint (SHAP +1.50); authentication failed (SHAP +0.93)"
59950ad6-a65,user_0066,user,2026-06-18 12:00:58,port_3389_rdp,115.174.49.100,anomaly_credential_stuffing,anomaly_credential_stuffing,0.9999994,"Flagged due to: distinct accounts from same source IP (1h) (3.0 accounts, SHAP +3.03); unrecognized device fingerprint (SHAP +1.52); authentication failed (SHAP +0.94)"
a3d57d01-265,svc_016,service_account,2026-05-29 12:01:00,admin_panel_billing,119.103.147.214,anomaly_credential_stuffing,anomaly_credential_stuffing,0.9999994,"Flagged due to: distinct accounts from same source IP (1h) (3.0 accounts, SHAP +2.87); unrecognized device fingerprint (SHAP +1.54); deviation from entity's typical session length (-3.0 std devs, SHAP +0.90)"
0ef7f321-578,user_0099,user,2026-06-11 06:02:36,email_server,214.74.116.155,anomaly_credential_stuffing,anomaly_credential_stuffing,0.9999994,"Flagged due to: distinct accounts from same source IP (1h) (15.0 accounts, SHAP +2.93); unrecognized device fingerprint (SHAP +1.54); authentication failed (SHAP +0.90)"
f4ab1817-003,user_0037,user,2026-05-12 02:01:24,print_server,122.192.53.121,anomaly_credential_stuffing,anomaly_credential_stuffing,0.9999994,"Flagged due to: distinct accounts from same source IP (1h) (14.0 accounts, SHAP +3.12); unrecognized device fingerprint (SHAP +1.52); authentication failed (SHAP +0.89)"
82d97f0c-494,svc_013,service_account,2026-06-11 05:01:50,db_prod_customers,108.226.40.127,anomaly_credential_stuffing,anomaly_credential_stuffing,0.9999994,"Flagged due to: distinct accounts from same source IP (1h) (20.0 accounts, SHAP +2.91); unrecognized device fingerprint (SHAP +1.53); authentication failed (SHAP +0.85)"
9a871a0f-3ca,user_0013,user,2026-06-11 06:00:20,financial_system_erp,214.74.116.155,anomaly_credential_stuffing,anomaly_credential_stuffing,0.9999994,"Flagged due to: unrecognized device fingerprint (SHAP +2.16); authentication failed (SHAP +1.34); deviation from entity's typical session length (-2.6 std devs, SHAP +1.11)"
eb87f6c2-751,svc_004,service_account,2026-05-29 12:01:40,print_server,22.140.52.148,anomaly_credential_stuffing,anomaly_credential_stuffing,0.9999994,"Flagged due to: distinct accounts from same source IP (1h) (8.0 accounts, SHAP +2.97); unrecognized device fingerprint (SHAP +1.54); deviation from entity's typical session length (-4.8 std devs, SHAP +0.84)"
a3bb6787-cc1,svc_020,service_account,2026-05-29 12:02:08,db_prod_orders,119.103.147.214,anomaly_credential_stuffing,anomaly_credential_stuffing,0.9999994,"Flagged due to: distinct accounts from same source IP (1h) (6.0 accounts, SHAP +2.90); unrecognized device fingerprint (SHAP +1.53); authentication failed (SHAP +0.88)"
f4ba4858-c3b,user_0075,user,2026-06-06 02:00:34,file_share_eng,173.37.155.141,anomaly_credential_stuffing,anomaly_credential_stuffing,0.9999994,"Flagged due to: distinct accounts from same source IP (1h) (10.0 accounts, SHAP +3.08); unrecognized device fingerprint (SHAP +1.51); authentication failed (SHAP +0.91)"
285e25bf-b1e,svc_015,service_account,2026-05-12 02:00:20,port_1883_mqtt,122.192.53.121,anomaly_credential_stuffing,anomaly_credential_stuffing,0.9999994,"Flagged due to: distinct accounts from same source IP (1h) (3.0 accounts, SHAP +2.99); unrecognized device fingerprint (SHAP +1.53); authentication failed (SHAP +0.90)"
a23872b0-b07,user_0062,user,2026-06-25 04:00:16,port_22_ssh,222.142.10.187,anomaly_credential_stuffing,anomaly_credential_stuffing,0.9999994,"Flagged due to: distinct accounts from same source IP (1h) (4.0 accounts, SHAP +2.95); unrecognized device fingerprint (SHAP +1.53); authentication failed (SHAP +0.94)"
3be7d8ef-ea5,user_0075,user,2026-06-11 05:00:09,file_share_eng,108.11.173.177,anomaly_credential_stuffing,anomaly_credential_stuffing,0.9999994,"Flagged due to: distinct accounts from same source IP (1h) (3.0 accounts, SHAP +3.73); unrecognized device fingerprint (SHAP +1.56); authentication failed (SHAP +1.01)"
07dcd704-bfc,user_0063,user,2026-05-12 02:00:24,db_prod_customers,122.192.53.121,anomaly_credential_stuffing,anomaly_credential_stuffing,0.9999994,"Flagged due to: distinct accounts from same source IP (1h) (4.0 accounts, SHAP +3.11); unrecognized device fingerprint (SHAP +1.51); authentication failed (SHAP +0.90)"
912f0606-63e,user_0020,user,2026-05-12 02:01:02,ticketing_system,58.164.239.156,anomaly_credential_stuffing,anomaly_credential_stuffing,0.9999994,"Flagged due to: distinct accounts from same source IP (1h) (14.0 accounts, SHAP +3.15); unrecognized device fingerprint (SHAP +1.51); authentication failed (SHAP +0.90)"
b13dcb6c-8f7,user_0053,user,2026-05-12 02:01:20,financial_system_erp,122.192.53.121,anomaly_credential_stuffing,anomaly_credential_stuffing,0.9999994,"Flagged due to: distinct accounts from same source IP (1h) (13.0 accounts, SHAP +3.32); unrecognized device fingerprint (SHAP +1.51); authentication failed (SHAP +1.00)"
f0d78931-46b,user_0036,user,2026-06-28 08:00:32,admin_panel_billing,136.125.84.136,anomaly_credential_stuffing,anomaly_credential_stuffing,0.9999994,"Flagged due to: distinct accounts from same source IP (1h) (8.0 accounts, SHAP +3.24); unrecognized device fingerprint (SHAP +1.55); authentication failed (SHAP +0.95)"
55d43591-d3e,user_0010,user,2026-06-11 06:01:00,admin_panel_billing,214.74.116.155,anomaly_credential_stuffing,anomaly_credential_stuffing,0.99999934,"Flagged due to: distinct accounts from same source IP (1h) (7.0 accounts, SHAP +3.06); unrecognized device fingerprint (SHAP +1.54); authentication failed (SHAP +1.02)"
df400324-b49,svc_001,service_account,2026-06-11 11:00:26,file_share_hr,205.178.40.45,anomaly_credential_stuffing,anomaly_credential_stuffing,0.99999934,"Flagged due to: distinct accounts from same source IP (1h) (4.0 accounts, SHAP +2.83); unrecognized device fingerprint (SHAP +1.54); authentication failed (SHAP +0.88)"
32d1a160-b97,svc_015,service_account,2026-06-11 06:01:20,device_fn_firmware_update,214.74.116.155,anomaly_credential_stuffing,anomaly_credential_stuffing,0.99999934,"Flagged due to: distinct accounts from same source IP (1h) (8.0 accounts, SHAP +3.73); unrecognized device fingerprint (SHAP +1.57); authentication failed (SHAP +1.00)"
f34d38cb-346,user_0021,user,2026-06-11 11:01:15,device_fn_telemetry_push,99.110.8.148,anomaly_credential_stuffing,anomaly_credential_stuffing,0.99999934,"Flagged due to: distinct accounts from same source IP (1h) (4.0 accounts, SHAP +3.09); unrecognized device fingerprint (SHAP +1.54); authentication failed (SHAP +0.98)"
fb694ceb-842,user_0013,user,2026-06-28 08:00:20,db_prod_orders,136.125.84.136,anomaly_credential_stuffing,anomaly_credential_stuffing,0.99999934,"Flagged due to: distinct accounts from same source IP (1h) (3.0 accounts, SHAP +3.05); unrecognized device fingerprint (SHAP +1.53); authentication failed (SHAP +0.91)"
09730e7c-71d,svc_016,service_account,2026-06-11 06:02:20,file_share_eng,214.74.116.155,anomaly_credential_stuffing,anomaly_credential_stuffing,0.99999934,"Flagged due to: distinct accounts from same source IP (1h) (13.0 accounts, SHAP +3.32); unrecognized device fingerprint (SHAP +1.54); authentication failed (SHAP +0.79)"
2a09695f-2f7,user_0102,user,2026-06-28 08:01:44,admin_panel_billing,136.125.84.136,anomaly_credential_stuffing,anomaly_credential_stuffing,0.99999934,"Flagged due to: distinct accounts from same source IP (1h) (12.0 accounts, SHAP +2.95); unrecognized device fingerprint (SHAP +1.55); authentication failed (SHAP +0.90)"
4dfe690c-40e,user_0090,user,2026-06-28 08:00:18,port_3389_rdp,136.125.84.136,anomaly_credential_stuffing,anomaly_credential_stuffing,0.99999934,"Flagged due to: distinct accounts from same source IP (1h) (2.0 accounts, SHAP +3.02); unrecognized device fingerprint (SHAP +1.53); deviation from entity's typical session length (-3.9 std devs, SHAP +1.04)"
459b48cc-028,user_0037,user,2026-05-29 12:01:02,source_repo_backend,119.103.147.214,anomaly_credential_stuffing,anomaly_credential_stuffing,0.99999934,"Flagged due to: distinct accounts from same source IP (1h) (4.0 accounts, SHAP +3.19); unrecognized device fingerprint (SHAP +1.54); authentication failed (SHAP +1.03)"
f2d3809f-5ae,user_0079,user,2026-06-01 06:00:33,api_gateway_orders,12.75.29.28,anomaly_credential_stuffing,anomaly_credential_stuffing,0.99999934,"Flagged due to: distinct accounts from same source IP (1h) (7.0 accounts, SHAP +3.88); unrecognized device fingerprint (SHAP +1.53); authentication failed (SHAP +1.04)"
0fef7e8c-20a,svc_011,service_account,2026-05-12 02:00:35,admin_panel_iam,58.164.239.156,anomaly_credential_stuffing,anomaly_credential_stuffing,0.99999934,"Flagged due to: distinct accounts from same source IP (1h) (11.0 accounts, SHAP +3.79); unrecognized device fingerprint (SHAP +1.56); authentication failed (SHAP +1.03)"
75c3ca6d-f57,user_0030,user,2026-05-12 02:00:40,port_3389_rdp,122.192.53.121,anomaly_credential_stuffing,anomaly_credential_stuffing,0.99999934,"Flagged due to: distinct accounts from same source IP (1h) (9.0 accounts, SHAP +3.31); unrecognized device fingerprint (SHAP +1.51); authentication failed (SHAP +1.02)"
957e3af6-fb6,svc_011,service_account,2026-05-29 12:00:12,ticketing_system,126.164.89.140,anomaly_credential_stuffing,anomaly_credential_stuffing,0.99999934,"Flagged due to: distinct accounts from same source IP (1h) (2.0 accounts, SHAP +3.05); unrecognized device fingerprint (SHAP +1.54); authentication failed (SHAP +0.91)"
cd1a16d5-a80,user_0016,user,2026-05-12 02:01:04,source_repo_frontend,58.164.239.156,anomaly_credential_stuffing,anomaly_credential_stuffing,0.99999934,"Flagged due to: distinct accounts from same source IP (1h) (15.0 accounts, SHAP +3.10); unrecognized device fingerprint (SHAP +1.51); authentication failed (SHAP +0.92)"
df7eb421-869,svc_015,service_account,2026-06-25 04:00:09,device_fn_telemetry_push,192.24.76.90,anomaly_credential_stuffing,anomaly_credential_stuffing,0.99999934,"Flagged due to: distinct accounts from same source IP (1h) (3.0 accounts, SHAP +3.00); unrecognized device fingerprint (SHAP +1.53); deviation from entity's typical session length (-4.5 std devs, SHAP +1.04)"
b153d59e-39a,user_0093,user,2026-06-07 20:00:17,file_share_eng,51.20.66.139,anomaly_credential_stuffing,anomaly_credential_stuffing,0.99999934,"Flagged due to: distinct accounts from same source IP (1h) (2.0 accounts, SHAP +3.19); unrecognized device fingerprint (SHAP +1.54); authentication failed (SHAP +0.94)"
aa1bdf46-5a6,svc_020,service_account,2026-06-07 20:00:40,source_repo_frontend,156.79.116.162,anomaly_credential_stuffing,anomaly_credential_stuffing,0.99999934,"Flagged due to: distinct accounts from same source IP (1h) (6.0 accounts, SHAP +3.15); unrecognized device fingerprint (SHAP +1.54); authentication failed (SHAP +0.96)"
21fff7a9-4b3,user_0114,user,2026-05-12 02:01:45,file_share_hr,122.192.53.121,anomaly_credential_stuffing,anomaly_credential_stuffing,0.99999934,"Flagged due to: distinct accounts from same source IP (1h) (15.0 accounts, SHAP +3.10); unrecognized device fingerprint (SHAP +1.53); authentication failed (SHAP +0.91)"
e494ba5e-33a,user_0087,user,2026-05-15 05:00:58,ticketing_system,217.91.84.47,anomaly_credential_stuffing,anomaly_credential_stuffing,0.99999934,"Flagged due to: distinct accounts from same source IP (1h) (13.0 accounts, SHAP +3.34); unrecognized device fingerprint (SHAP +1.52); authentication failed (SHAP +0.98)"
f01a1438-e2b,svc_007,service_account,2026-05-15 05:00:20,financial_system_erp,192.243.201.170,anomaly_credential_stuffing,anomaly_credential_stuffing,0.99999934,"Flagged due to: unrecognized device fingerprint (SHAP +2.07); deviation from entity's typical session length (-3.0 std devs, SHAP +1.48); authentication failed (SHAP +1.23)"
18ed5bf8-af1,user_0081,user,2026-06-01 06:02:00,iot_hub_controller,149.52.253.24,anomaly_credential_stuffing,anomaly_credential_stuffing,0.99999934,"Flagged due to: distinct accounts from same source IP (1h) (6.0 accounts, SHAP +3.74); unrecognized device fingerprint (SHAP +1.56); authentication failed (SHAP +1.05)"
eb5f9419-b7a,user_0034,user,2026-06-01 06:01:00,api_gateway_orders,12.75.29.28,anomaly_credential_stuffing,anomaly_credential_stuffing,0.99999934,"Flagged due to: distinct accounts from same source IP (1h) (10.0 accounts, SHAP +3.05); unrecognized device fingerprint (SHAP +1.52); authentication failed (SHAP +0.93)"
d3a0f534-5c5,user_0031,user,2026-06-18 12:01:30,source_repo_frontend,222.183.156.17,anomaly_credential_stuffing,anomaly_credential_stuffing,0.99999934,"Flagged due to: distinct accounts from same source IP (1h) (9.0 accounts, SHAP +3.19); unrecognized device fingerprint (SHAP +1.54); authentication failed (SHAP +1.02)"
f2c9e098-5e4,svc_019,service_account,2026-05-26 22:00:10,admin_panel_billing,147.198.153.227,anomaly_credential_stuffing,anomaly_credential_stuffing,0.99999934,"Flagged due to: unrecognized device fingerprint (SHAP +2.04); deviation from entity's typical session length (-4.0 std devs, SHAP +1.69); authentication failed (SHAP +1.23)"
940f6bba-ea6,user_0087,user,2026-06-11 05:00:26,port_1883_mqtt,108.226.40.127,anomaly_credential_stuffing,anomaly_credential_stuffing,0.9999993,"Flagged due to: distinct accounts from same source IP (1h) (6.0 accounts, SHAP +3.70); unrecognized device fingerprint (SHAP +1.55); authentication failed (SHAP +1.05)"
28a40a03-d95,user_0024,user,2026-05-22 16:01:00,port_1883_mqtt,95.17.130.5,anomaly_credential_stuffing,anomaly_credential_stuffing,0.9999993,"Flagged due to: distinct accounts from same source IP (1h) (6.0 accounts, SHAP +3.11); unrecognized device fingerprint (SHAP +1.52); authentication failed (SHAP +0.95)"
2e16e861-62f,svc_002,service_account,2026-06-09 14:00:39,print_server,213.198.32.89,anomaly_credential_stuffing,anomaly_credential_stuffing,0.9999993,"Flagged due to: distinct accounts from same source IP (1h) (4.0 accounts, SHAP +3.19); unrecognized device fingerprint (SHAP +1.55); authentication failed (SHAP +0.96)"
5ad8f953-c2f,user_0047,user,2026-05-12 02:01:00,api_gateway_payments,122.192.53.121,anomaly_credential_stuffing,anomaly_credential_stuffing,0.9999993,"Flagged due to: distinct accounts from same source IP (1h) (11.0 accounts, SHAP +3.17); unrecognized device fingerprint (SHAP +1.50); authentication failed (SHAP +0.90)"
a69e886c-00f,svc_000,service_account,2026-06-25 04:01:52,device_fn_firmware_update,192.24.76.90,anomaly_credential_stuffing,anomaly_credential_stuffing,0.9999993,"Flagged due to: distinct accounts from same source IP (1h) (16.0 accounts, SHAP +2.96); unrecognized device fingerprint (SHAP +1.53); deviation from entity's typical session length (-3.0 std devs, SHAP +1.06)"
7482c172-e6f,user_0086,user,2026-05-29 12:01:40,db_prod_customers,69.157.42.84,anomaly_credential_stuffing,anomaly_credential_stuffing,0.9999993,"Flagged due to: distinct accounts from same source IP (1h) (5.0 accounts, SHAP +2.99); unrecognized device fingerprint (SHAP +1.53); authentication failed (SHAP +0.91)"
8f96707e-1c8,user_0055,user,2026-05-12 02:00:34,db_prod_orders,122.192.53.121,anomaly_credential_stuffing,anomaly_credential_stuffing,0.9999993,"Flagged due to: distinct accounts from same source IP (1h) (6.0 accounts, SHAP +3.14); unrecognized device fingerprint (SHAP +1.51); authentication failed (SHAP +0.91)"
77e20a58-373,user_0009,user,2026-06-01 06:01:27,file_share_finance,199.31.235.103,anomaly_credential_stuffing,anomaly_credential_stuffing,0.9999993,"Flagged due to: distinct accounts from same source IP (1h) (4.0 accounts, SHAP +3.03); unrecognized device fingerprint (SHAP +1.53); authentication failed (SHAP +0.95)"
3bf4b7dd-2c9,user_0059,user,2026-06-01 06:00:42,iot_hub_controller,80.61.198.240,anomaly_credential_stuffing,anomaly_credential_stuffing,0.9999993,"Flagged due to: distinct accounts from same source IP (1h) (3.0 accounts, SHAP +3.00); unrecognized device fingerprint (SHAP +1.52); authentication failed (SHAP +0.93)"
43ae3e82-66b,user_0073,user,2026-06-18 12:00:32,api_gateway_payments,153.101.212.52,anomaly_credential_stuffing,anomaly_credential_stuffing,0.9999993,"Flagged due to: distinct accounts from same source IP (1h) (8.0 accounts, SHAP +3.00); unrecognized device fingerprint (SHAP +1.53); authentication failed (SHAP +0.91)"
2aa69d91-633,user_0093,user,2026-05-29 12:01:50,db_analytics,126.164.89.140,anomaly_credential_stuffing,anomaly_credential_stuffing,0.9999993,"Flagged due to: distinct accounts from same source IP (1h) (11.0 accounts, SHAP +3.18); unrecognized device fingerprint (SHAP +1.54); authentication failed (SHAP +0.96)"
f5713c51-547,user_0023,user,2026-06-18 12:00:12,port_3389_rdp,153.101.212.52,anomaly_credential_stuffing,anomaly_credential_stuffing,0.9999993,"Flagged due to: unrecognized device fingerprint (SHAP +2.16); authentication failed (SHAP +1.38); deviation from entity's typical session length (-2.7 std devs, SHAP +1.27)"
20216dc6-71d,user_0057,user,2026-06-06 02:00:13,db_analytics,165.11.144.157,anomaly_credential_stuffing,anomaly_credential_stuffing,0.9999993,"Flagged due to: distinct accounts from same source IP (1h) (2.0 accounts, SHAP +2.96); unrecognized device fingerprint (SHAP +1.52); deviation from entity's typical session length (-3.1 std devs, SHAP +0.88)"
d68e7d6e-e13,user_0049,user,2026-05-15 05:00:36,device_fn_reboot,205.152.9.134,anomaly_credential_stuffing,anomaly_credential_stuffing,0.9999993,"Flagged due to: distinct accounts from same source IP (1h) (6.0 accounts, SHAP +3.24); unrecognized device fingerprint (SHAP +1.53); authentication failed (SHAP +1.01)"
3ce242a9-ed2,user_0115,user,2026-06-11 06:03:00,ticketing_system,137.126.67.157,anomaly_credential_stuffing,anomaly_credential_stuffing,0.9999993,"Flagged due to: distinct accounts from same source IP (1h) (14.0 accounts, SHAP +3.10); unrecognized device fingerprint (SHAP +1.56); authentication failed (SHAP +0.94)"
7c2bbdf0-5a1,user_0087,user,2026-05-12 02:00:24,financial_system_erp,58.164.239.156,anomaly_credential_stuffing,anomaly_credential_stuffing,0.9999993,"Flagged due to: distinct accounts from same source IP (1h) (7.0 accounts, SHAP +3.18); unrecognized device fingerprint (SHAP +1.52); authentication failed (SHAP +0.90)"
aefd70b9-0f1,user_0064,user,2026-06-28 08:00:26,admin_panel_billing,52.37.136.109,anomaly_credential_stuffing,anomaly_credential_stuffing,0.9999993,"Flagged due to: distinct accounts from same source IP (1h) (4.0 accounts, SHAP +2.99); unrecognized device fingerprint (SHAP +1.52); deviation from entity's typical session length (-3.4 std devs, SHAP +0.88)"
66e3c5e6-b50,user_0029,user,2026-06-11 11:00:12,api_gateway_orders,9.74.149.24,anomaly_credential_stuffing,anomaly_credential_stuffing,0.9999993,"Flagged due to: unrecognized device fingerprint (SHAP +2.05); deviation from entity's typical session length (-3.0 std devs, SHAP +1.58); authentication failed (SHAP +1.45)"
b7fd35ee-10b,user_0088,user,2026-05-29 12:00:58,db_prod_orders,126.164.89.140,anomaly_credential_stuffing,anomaly_credential_stuffing,0.9999993,"Flagged due to: distinct accounts from same source IP (1h) (8.0 accounts, SHAP +3.04); unrecognized device fingerprint (SHAP +1.52); authentication failed (SHAP +0.93)"
efe84f97-251,user_0076,user,2026-05-12 02:00:35,file_share_hr,122.192.53.121,anomaly_credential_stuffing,anomaly_credential_stuffing,0.9999992,"Flagged due to: distinct accounts from same source IP (1h) (7.0 accounts, SHAP +3.11); unrecognized device fingerprint (SHAP +1.52); authentication failed (SHAP +0.90)"
9caebaf8-af8,user_0002,user,2026-06-11 06:02:12,port_445_smb,214.74.116.155,anomaly_credential_stuffing,anomaly_credential_stuffing,0.9999992,"Flagged due to: distinct accounts from same source IP (1h) (12.0 accounts, SHAP +3.02); unrecognized device fingerprint (SHAP +1.54); authentication failed (SHAP +1.02)"
4baaaf23-2e1,user_0049,user,2026-05-12 02:00:38,device_fn_telemetry_push,122.192.53.121,anomaly_credential_stuffing,anomaly_credential_stuffing,0.9999992,"Flagged due to: distinct accounts from same source IP (1h) (8.0 accounts, SHAP +3.13); unrecognized device fingerprint (SHAP +1.48); authentication failed (SHAP +0.89)"
ef36fdac-5cf,user_0117,user,2026-06-11 06:01:39,db_prod_customers,214.74.116.155,anomaly_credential_stuffing,anomaly_credential_stuffing,0.9999992,"Flagged due to: distinct accounts from same source IP (1h) (10.0 accounts, SHAP +3.82); unrecognized device fingerprint (SHAP +1.54); authentication failed (SHAP +1.02)"
f7428397-9e8,svc_002,service_account,2026-05-22 16:01:08,ticketing_system,37.66.247.167,anomaly_credential_stuffing,anomaly_credential_stuffing,0.9999992,"Flagged due to: distinct accounts from same source IP (1h) (5.0 accounts, SHAP +3.12); unrecognized device fingerprint (SHAP +1.53); authentication failed (SHAP +0.91)"
353f0265-da2,svc_020,service_account,2026-05-12 02:01:21,api_gateway_payments,58.164.239.156,anomaly_credential_stuffing,anomaly_credential_stuffing,0.9999992,"Flagged due to: distinct accounts from same source IP (1h) (17.0 accounts, SHAP +3.21); unrecognized device fingerprint (SHAP +1.50); authentication failed (SHAP +0.89)"
711ade53-fbc,user_0098,user,2026-06-11 06:00:55,db_analytics,214.74.116.155,anomaly_credential_stuffing,anomaly_credential_stuffing,0.9999992,"Flagged due to: distinct accounts from same source IP (1h) (6.0 accounts, SHAP +3.10); unrecognized device fingerprint (SHAP +1.51); authentication failed (SHAP +0.94)"
2bf0a808-c26,user_0109,user,2026-06-11 06:02:50,file_share_hr,137.126.67.157,anomaly_credential_stuffing,anomaly_credential_stuffing,0.9999992,"Flagged due to: distinct accounts from same source IP (1h) (13.0 accounts, SHAP +3.17); unrecognized device fingerprint (SHAP +1.54); authentication failed (SHAP +0.94)"
6d8be340-ecc,user_0115,user,2026-05-12 02:02:24,api_gateway_payments,58.164.239.156,anomaly_credential_stuffing,anomaly_credential_stuffing,0.9999992,"Flagged due to: distinct accounts from same source IP (1h) (18.0 accounts, SHAP +3.07); unrecognized device fingerprint (SHAP +1.53); authentication failed (SHAP +0.88)"
d2c17b2d-acb,svc_018,service_account,2026-06-06 02:00:06,source_repo_backend,173.37.155.141,anomaly_credential_stuffing,anomaly_credential_stuffing,0.9999992,"Flagged due to: distinct accounts from same source IP (1h) (2.0 accounts, SHAP +3.00); unrecognized device fingerprint (SHAP +1.54); deviation from entity's typical session length (-3.5 std devs, SHAP +1.02)"
